date,open,high,low,close,volume
2016-01-05,45.27,45.38,44.0,44.69,15933760
2016-01-06,44.0,44.01,43.2,43.81,18895640
2016-01-07,42.84,43.69,42.73,43.13,17771255
2016-01-08,43.57,44.09,42.15,42.2,18140290
2016-01-11,42.8,42.89,40.6,41.57,20457110
2016-01-12,42.32,42.75,41.06,41.99,15459585
2016-01-13,42.4,42.53,40.0,40.06,20632080
2016-01-14,40.44,42.0,38.68,41.24,32453705
2016-01-15,39.79,41.01,39.45,41.0,27893200
2016-01-19,41.74,42.09,40.16,40.94,20193380
2016-01-20,39.88,40.26,38.25,39.74,29193040
2016-01-21,40.31,40.65,39.0,39.99,15830795
2016-01-22,40.96,41.1,39.81,40.51,15620275
2016-01-25,40.01,40.71,39.18,39.28,13493695
